Code,Year,Number of people without access to electricity,IDWE
AFG,1990,12247889,AFG1990
AFG,1991,12992358,AFG1991
AFG,1992,13979833,AFG1992
AFG,1993,15093589,AFG1993
AFG,1994,16171102,AFG1994
AFG,1995,17097831,AFG1995
AFG,1996,17821102,AFG1996
AFG,1997,18379767,AFG1997
AFG,1998,18859853,AFG1998
AFG,1999,19368820,AFG1999
AFG,2000,19900905,AFG2000
AFG,2001,20803651,AFG2001
AFG,2002,20602355,AFG2002
AFG,2003,20354277,AFG2003
AFG,2004,19961755,AFG2004
AFG,2005,19304514,AFG2005
AFG,2006,18584088,AFG2006
AFG,2007,17633976,AFG2007
AFG,2008,15721362,AFG2008
AFG,2009,15443021,AFG2009
AFG,2010,16504215,AFG2010
AFG,2011,16867943,AFG2011
AFG,2012,9485360,AFG2012
AFG,2013,10389097,AFG2013
AFG,2014,3439592,AFG2014
AFG,2015,9614901,AFG2015
AFG,2016,5497438,AFG2016
ALB,1990,0,ALB1990
ALB,1991,0,ALB1991
ALB,1992,0,ALB1992
ALB,1993,0,ALB1993
ALB,1994,0,ALB1994
ALB,1995,0,ALB1995
ALB,1996,0,ALB1996
ALB,1997,0,ALB1997
ALB,1998,0,ALB1998
ALB,1999,0,ALB1999
ALB,2000,0,ALB2000
ALB,2001,0,ALB2001
ALB,2002,0,ALB2002
ALB,2003,0,ALB2003
ALB,2004,0,ALB2004
ALB,2005,0,ALB2005
ALB,2006,0,ALB2006
ALB,2007,0,ALB2007
ALB,2008,0,ALB2008
ALB,2009,0,ALB2009
ALB,2010,0,ALB2010
ALB,2011,0,ALB2011
ALB,2012,0,ALB2012
ALB,2013,0,ALB2013
ALB,2014,0,ALB2014
ALB,2015,0,ALB2015
ALB,2016,0,ALB2016
DZA,1990,447927,DZA1990
DZA,1991,430772,DZA1991
DZA,1992,412158,DZA1992
DZA,1993,392765,DZA1993
DZA,1994,373477,DZA1994
DZA,1995,355317,DZA1995
DZA,1996,339405,DZA1996
DZA,1997,326960,DZA1997
DZA,1998,319239,DZA1998
DZA,1999,317538,DZA1999
DZA,2000,322702,DZA2000
DZA,2001,333606,DZA2001
DZA,2002,348574,DZA2002
DZA,2003,365909,DZA2003
DZA,2004,383865,DZA2004
DZA,2005,400578,DZA2005
DZA,2006,413977,DZA2006
DZA,2007,421842,DZA2007
DZA,2008,244025,DZA2008
DZA,2009,415774,DZA2009
DZA,2010,402722,DZA2010
DZA,2011,383918,DZA2011
DZA,2012,464066,DZA2012
DZA,2013,331634,DZA2013
DZA,2014,299473,DZA2014
DZA,2015,264465,DZA2015
DZA,2016,227569,DZA2016
AND,1990,0,AND1990
AND,1991,0,AND1991
AND,1992,0,AND1992
AND,1993,0,AND1993
AND,1994,0,AND1994
AND,1995,0,AND1995
AND,1996,0,AND1996
AND,1997,0,AND1997
AND,1998,0,AND1998
AND,1999,0,AND1999
AND,2000,0,AND2000
AND,2001,0,AND2001
AND,2002,0,AND2002
AND,2003,0,AND2003
AND,2004,0,AND2004
AND,2005,0,AND2005
AND,2006,0,AND2006
AND,2007,0,AND2007
AND,2008,0,AND2008
AND,2009,0,AND2009
AND,2010,0,AND2010
AND,2011,0,AND2011
AND,2012,0,AND2012
AND,2013,0,AND2013
AND,2014,0,AND2014
AND,2015,0,AND2015
AND,2016,0,AND2016
AGO,1990,10784164,AGO1990
AGO,1991,10974300,AGO1991
AGO,1992,11183844,AGO1992
AGO,1993,11401425,AGO1993
AGO,1994,11611422,AGO1994
AGO,1995,11804306,AGO1995
AGO,1996,11977293,AGO1996
AGO,1997,12137776,AGO1997
AGO,1998,12298723,AGO1998
AGO,1999,12477358,AGO1999
AGO,2000,12685265,AGO2000
AGO,2001,13586613,AGO2001
AGO,2002,13190189,AGO2002
AGO,2003,13475133,AGO2003
AGO,2004,13770143,AGO2004
AGO,2005,14067910,AGO2005
AGO,2006,14365296,AGO2006
AGO,2007,13123554,AGO2007
AGO,2008,14955682,AGO2008
AGO,2009,15247447,AGO2009
AGO,2010,15536978,AGO2010
AGO,2011,15838942,AGO2011
AGO,2012,16106216,AGO2012
AGO,2013,16381427,AGO2013
AGO,2014,18305917,AGO2014
AGO,2015,16158397,AGO2015
AGO,2016,17138073,AGO2016
ATG,1990,9922,ATG1990
ATG,1991,9655,ATG1991
ATG,1992,9452,ATG1992
ATG,1993,9291,ATG1993
ATG,1994,9153,ATG1994
ATG,1995,9018,ATG1995
ATG,1996,8886,ATG1996
ATG,1997,8756,ATG1997
ATG,1998,8621,ATG1998
ATG,1999,8470,ATG1999
ATG,2000,8298,ATG2000
ATG,2001,8100,ATG2001
ATG,2002,7877,ATG2002
ATG,2003,7634,ATG2003
ATG,2004,7378,ATG2004
ATG,2005,6962,ATG2005
ATG,2006,6832,ATG2006
ATG,2007,6529,ATG2007
ATG,2008,6197,ATG2008
ATG,2009,5836,ATG2009
ATG,2010,5446,ATG2010
ATG,2011,5215,ATG2011
ATG,2012,4592,ATG2012
ATG,2013,4134,ATG2013
ATG,2014,3660,ATG2014
ATG,2015,3171,ATG2015
ATG,2016,2671,ATG2016
,1990,57567695,1990
,1991,59133488,1991
,1992,60373623,1992
,1993,59478651,1993
,1994,59907897,1994
,1995,60661006,1995
,1996,59458876,1996
,1997,59782846,1997
,1998,58815012,1998
,1999,58468012,1999
,2000,60279308,2000
,2001,57537451,2001
,2002,58139683,2002
,2003,56389558,2003
,2004,53601269,2004
,2005,51590443,2005
,2006,45974845,2006
,2007,50624553,2007
,2008,49502967,2008
,2009,51560932,2009
,2010,49425919,2010
,2011,48229444,2011
,2012,47453874,2012
,2013,44316738,2013
,2014,46505711,2014
,2015,45733505,2015
,2016,45650108,2016
ARG,1990,3063234,ARG1990
ARG,1991,2946401,ARG1991
ARG,1992,2825007,ARG1992
ARG,1993,2699775,ARG1993
ARG,1994,2571652,ARG1994
ARG,1995,2441777,ARG1995
ARG,1996,2311413,ARG1996
ARG,1997,2182047,ARG1997
ARG,1998,2055343,ARG1998
ARG,1999,1933016,ARG1999
ARG,2000,1816110,ARG2000
ARG,2001,1682072,ARG2001
ARG,2002,1592298,ARG2002
ARG,2003,1480961,ARG2003
ARG,2004,1366860,ARG2004
ARG,2005,1247568,ARG2005
ARG,2006,1120616,ARG2006
ARG,2007,983502,ARG2007
ARG,2008,834249,ARG2008
ARG,2009,667737,ARG2009
ARG,2010,486442,ARG2010
ARG,2011,326522,ARG2011
ARG,2012,174949,ARG2012
ARG,2013,69286,ARG2013
ARG,2014,17518,ARG2014
ARG,2015,2080,ARG2015
ARG,2016,0,ARG2016
ARM,1990,82072,ARM1990
ARM,1991,75237,ARM1991
ARM,1992,68034,ARM1992
ARM,1993,60827,ARM1993
ARM,1994,54095,ARM1994
ARM,1995,48110,ARM1995
ARM,1996,42946,ARM1996
ARM,1997,38567,ARM1997
ARM,1998,34957,ARM1998
ARM,1999,32062,ARM1999
ARM,2000,33765,ARM2000
ARM,2001,0,ARM2001
ARM,2002,60678,ARM2002
ARM,2003,25702,ARM2003
ARM,2004,24614,ARM2004
ARM,2005,5963,ARM2005
ARM,2006,21723,ARM2006
ARM,2007,19621,ARM2007
ARM,2008,16994,ARM2008
ARM,2009,13871,ARM2009
ARM,2010,5755,ARM2010
ARM,2011,6696,ARM2011
ARM,2012,3491,ARM2012
ARM,2013,1329,ARM2013
ARM,2014,320,ARM2014
ARM,2015,0,ARM2015
ARM,2016,0,ARM2016
ABW,1990,7181,ABW1990
ABW,1991,7250,ABW1991
ABW,1992,7427,ABW1992
ABW,1993,7651,ABW1993
ABW,1994,7844,ABW1994
ABW,1995,7960,ABW1995
ABW,1996,7992,ABW1996
ABW,1997,7961,ABW1997
ABW,1998,7895,ABW1998
ABW,1999,7829,ABW1999
ABW,2000,7577,ABW2000
ABW,2001,7768,ABW2001
ABW,2002,7757,ABW2002
ABW,2003,7739,ABW2003
ABW,2004,7689,ABW2004
ABW,2005,7595,ABW2005
ABW,2006,7447,ABW2006
ABW,2007,7249,ABW2007
ABW,2008,7007,ABW2008
ABW,2009,6742,ABW2009
ABW,2010,6755,ABW2010
ABW,2011,6182,ABW2011
ABW,2012,5892,ABW2012
ABW,2013,5595,ABW2013
ABW,2014,5287,ABW2014
ABW,2015,4969,ABW2015
ABW,2016,4643,ABW2016
AUS,1990,0,AUS1990
AUS,1991,0,AUS1991
AUS,1992,0,AUS1992
AUS,1993,0,AUS1993
AUS,1994,0,AUS1994
AUS,1995,0,AUS1995
AUS,1996,0,AUS1996
AUS,1997,0,AUS1997
AUS,1998,0,AUS1998
AUS,1999,0,AUS1999
AUS,2000,0,AUS2000
AUS,2001,0,AUS2001
AUS,2002,0,AUS2002
AUS,2003,0,AUS2003
AUS,2004,0,AUS2004
AUS,2005,0,AUS2005
AUS,2006,0,AUS2006
AUS,2007,0,AUS2007
AUS,2008,0,AUS2008
AUS,2009,0,AUS2009
AUS,2010,0,AUS2010
AUS,2011,0,AUS2011
AUS,2012,0,AUS2012
AUS,2013,0,AUS2013
AUS,2014,0,AUS2014
AUS,2015,0,AUS2015
AUS,2016,0,AUS2016
AUT,1990,0,AUT1990
AUT,1991,0,AUT1991
AUT,1992,0,AUT1992
AUT,1993,0,AUT1993
AUT,1994,0,AUT1994
AUT,1995,0,AUT1995
AUT,1996,0,AUT1996
AUT,1997,0,AUT1997
AUT,1998,0,AUT1998
AUT,1999,0,AUT1999
AUT,2000,0,AUT2000
AUT,2001,0,AUT2001
AUT,2002,0,AUT2002
AUT,2003,0,AUT2003
AUT,2004,0,AUT2004
AUT,2005,0,AUT2005
AUT,2006,0,AUT2006
AUT,2007,0,AUT2007
AUT,2008,0,AUT2008
AUT,2009,0,AUT2009
AUT,2010,0,AUT2010
AUT,2011,0,AUT2011
AUT,2012,0,AUT2012
AUT,2013,0,AUT2013
AUT,2014,0,AUT2014
AUT,2015,0,AUT2015
AUT,2016,0,AUT2016
AZE,1990,295650,AZE1990
AZE,1991,278935,AZE1991
AZE,1992,261565,AZE1992
AZE,1993,243839,AZE1993
AZE,1994,225596,AZE1994
AZE,1995,207104,AZE1995
AZE,1996,188836,AZE1996
AZE,1997,171298,AZE1997
AZE,1998,156075,AZE1998
AZE,1999,239483,AZE1999
AZE,2000,87873,AZE2000
AZE,2001,114223,AZE2001
AZE,2002,0,AZE2002
AZE,2003,90425,AZE2003
AZE,2004,78621,AZE2004
AZE,2005,66214,AZE2005
AZE,2006,42423,AZE2006
AZE,2007,37574,AZE2007
AZE,2008,22627,AZE2008
AZE,2009,10313,AZE2009
AZE,2010,3108,AZE2010
AZE,2011,9173,AZE2011
AZE,2012,27,AZE2012
AZE,2013,0,AZE2013
AZE,2014,0,AZE2014
AZE,2015,0,AZE2015
AZE,2016,0,AZE2016
BHS,1990,23605,BHS1990
BHS,1991,22690,BHS1991
BHS,1992,21745,BHS1992
BHS,1993,20758,BHS1993
BHS,1994,19714,BHS1994
BHS,1995,18616,BHS1995
BHS,1996,17472,BHS1996
BHS,1997,16311,BHS1997
BHS,1998,15168,BHS1998
BHS,1999,14080,BHS1999
BHS,2000,13065,BHS2000
BHS,2001,11927,BHS2001
BHS,2002,11175,BHS2002
BHS,2003,10235,BHS2003
BHS,2004,9252,BHS2004
BHS,2005,8198,BHS2005
BHS,2006,7050,BHS2006
BHS,2007,5733,BHS2007
BHS,2008,4346,BHS2008
BHS,2009,2902,BHS2009
BHS,2010,1584,BHS2010
BHS,2011,639,BHS2011
BHS,2012,164,BHS2012
BHS,2013,20,BHS2013
BHS,2014,0,BHS2014
BHS,2015,0,BHS2015
BHS,2016,0,BHS2016
BHR,2001,0,BHR2001
BHR,2002,0,BHR2002
BHR,2003,0,BHR2003
BHR,2004,0,BHR2004
BHR,2005,0,BHR2005
BHR,2006,0,BHR2006
BHR,2007,0,BHR2007
BHR,2008,0,BHR2008
BHR,2009,0,BHR2009
BHR,2010,0,BHR2010
BHR,2011,0,BHR2011
BHR,2012,0,BHR2012
BHR,2013,0,BHR2013
BHR,2014,0,BHR2014
BHR,2015,0,BHR2015
BHR,2016,0,BHR2016
BGD,1990,97115487,BGD1990
BGD,1991,93190282,BGD1991
BGD,1992,96268982,BGD1992
BGD,1993,95627988,BGD1993
BGD,1994,95501823,BGD1994
BGD,1995,94060109,BGD1995
BGD,1996,93157160,BGD1996
BGD,1997,96111201,BGD1997
BGD,1998,91079158,BGD1998
BGD,1999,89888449,BGD1999
BGD,2000,89475245,BGD2000
BGD,2001,87171255,BGD2001
BGD,2002,85636155,BGD2002
BGD,2003,83949183,BGD2003
BGD,2004,83936648,BGD2004
BGD,2005,79991525,BGD2005
BGD,2006,71920671,BGD2006
BGD,2007,78719467,BGD2007
BGD,2008,72543169,BGD2008
BGD,2009,69761553,BGD2009
BGD,2010,68071508,BGD2010
BGD,2011,62180414,BGD2011
BGD,2012,60923202,BGD2012
BGD,2013,60664947,BGD2013
BGD,2014,59936385,BGD2014
BGD,2015,51254335,BGD2015
BGD,2016,39238736,BGD2016
BRB,2000,0,BRB2000
BRB,2001,0,BRB2001
BRB,2002,0,BRB2002
BRB,2003,0,BRB2003
BRB,2004,0,BRB2004
BRB,2005,0,BRB2005
BRB,2006,0,BRB2006
BRB,2007,0,BRB2007
BRB,2008,0,BRB2008
BRB,2009,0,BRB2009
BRB,2010,0,BRB2010
BRB,2011,0,BRB2011
BRB,2012,0,BRB2012
BRB,2013,0,BRB2013
BRB,2014,0,BRB2014
BRB,2015,0,BRB2015
BRB,2016,0,BRB2016
BLR,1990,0,BLR1990
BLR,1991,0,BLR1991
BLR,1992,0,BLR1992
BLR,1993,0,BLR1993
BLR,1994,0,BLR1994
BLR,1995,0,BLR1995
BLR,1996,0,BLR1996
BLR,1997,0,BLR1997
BLR,1998,0,BLR1998
BLR,1999,0,BLR1999
BLR,2000,0,BLR2000
BLR,2001,0,BLR2001
BLR,2002,0,BLR2002
BLR,2003,0,BLR2003
BLR,2004,0,BLR2004
BLR,2005,0,BLR2005
BLR,2006,0,BLR2006
BLR,2007,0,BLR2007
BLR,2008,0,BLR2008
BLR,2009,0,BLR2009
BLR,2010,0,BLR2010
BLR,2011,0,BLR2011
BLR,2012,0,BLR2012
BLR,2013,0,BLR2013
BLR,2014,0,BLR2014
BLR,2015,0,BLR2015
BLR,2016,0,BLR2016
BEL,1990,0,BEL1990
BEL,1991,0,BEL1991
BEL,1992,0,BEL1992
BEL,1993,0,BEL1993
BEL,1994,0,BEL1994
BEL,1995,0,BEL1995
BEL,1996,0,BEL1996
BEL,1997,0,BEL1997
BEL,1998,0,BEL1998
BEL,1999,0,BEL1999
BEL,2000,0,BEL2000
BEL,2001,0,BEL2001
BEL,2002,0,BEL2002
BEL,2003,0,BEL2003
BEL,2004,0,BEL2004
BEL,2005,0,BEL2005
BEL,2006,0,BEL2006
BEL,2007,0,BEL2007
BEL,2008,0,BEL2008
BEL,2009,0,BEL2009
BEL,2010,0,BEL2010
BEL,2011,0,BEL2011
BEL,2012,0,BEL2012
BEL,2013,0,BEL2013
BEL,2014,0,BEL2014
BEL,2015,0,BEL2015
BEL,2016,0,BEL2016
BLZ,1990,22572,BLZ1990
BLZ,1991,22573,BLZ1991
BLZ,1992,22513,BLZ1992
BLZ,1993,22458,BLZ1993
BLZ,1994,22485,BLZ1994
BLZ,1995,22649,BLZ1995
BLZ,1996,22969,BLZ1996
BLZ,1997,23426,BLZ1997
BLZ,1998,23975,BLZ1998
BLZ,1999,24553,BLZ1999
BLZ,2000,25118,BLZ2000
BLZ,2001,25649,BLZ2001
BLZ,2002,26152,BLZ2002
BLZ,2003,26631,BLZ2003
BLZ,2004,27103,BLZ2004
BLZ,2005,27569,BLZ2005
BLZ,2006,26201,BLZ2006
BLZ,2007,28414,BLZ2007
BLZ,2008,28734,BLZ2008
BLZ,2009,28967,BLZ2009
BLZ,2010,32427,BLZ2010
BLZ,2011,27383,BLZ2011
BLZ,2012,29150,BLZ2012
BLZ,2013,29069,BLZ2013
BLZ,2014,28937,BLZ2014
BLZ,2015,29462,BLZ2015
BLZ,2016,28570,BLZ2016
BEN,1990,4614505,BEN1990
BEN,1991,4702320,BEN1991
BEN,1992,4795632,BEN1992
BEN,1993,4890891,BEN1993
BEN,1994,4983475,BEN1994
BEN,1995,5070395,BEN1995
BEN,1996,5210591,BEN1996
BEN,1997,5225707,BEN1997
BEN,1998,5297999,BEN1998
BEN,1999,5370980,BEN1999
BEN,2000,5446910,BEN2000
BEN,2001,5526928,BEN2001
BEN,2002,5606822,BEN2002
BEN,2003,5687627,BEN2003
BEN,2004,5766116,BEN2004
BEN,2005,5840541,BEN2005
BEN,2006,5924382,BEN2006
BEN,2007,5974433,BEN2007
BEN,2008,6033813,BEN2008
BEN,2009,6088948,BEN2009
BEN,2010,6053112,BEN2010
BEN,2011,5969766,BEN2011
BEN,2012,5993163,BEN2012
BEN,2013,6272870,BEN2013
BEN,2014,6778943,BEN2014
BEN,2015,6342031,BEN2015
BEN,2016,6370882,BEN2016
BMU,1990,0,BMU1990
BMU,1991,0,BMU1991
BMU,1992,0,BMU1992
BMU,1993,0,BMU1993
BMU,1994,0,BMU1994
BMU,1995,0,BMU1995
BMU,1996,0,BMU1996
BMU,1997,0,BMU1997
BMU,1998,0,BMU1998
BMU,1999,0,BMU1999
BMU,2000,0,BMU2000
BMU,2001,0,BMU2001
BMU,2002,0,BMU2002
BMU,2003,0,BMU2003
BMU,2004,0,BMU2004
BMU,2005,0,BMU2005
BMU,2006,0,BMU2006
BMU,2007,0,BMU2007
BMU,2008,0,BMU2008
BMU,2009,0,BMU2009
BMU,2010,0,BMU2010
BMU,2011,0,BMU2011
BMU,2012,0,BMU2012
BMU,2013,0,BMU2013
BMU,2014,0,BMU2014
BMU,2015,0,BMU2015
BMU,2016,0,BMU2016
BTN,1990,537226,BTN1990
BTN,1991,534696,BTN1991
BTN,1992,521776,BTN1992
BTN,1993,503874,BTN1993
BTN,1994,474231,BTN1994
BTN,1995,449588,BTN1995
BTN,1996,430149,BTN1996
BTN,1997,414365,BTN1997
BTN,1998,400739,BTN1998
BTN,1999,387419,BTN1999
BTN,2000,373183,BTN2000
BTN,2001,357845,BTN2001
BTN,2002,341509,BTN2002
BTN,2003,367203,BTN2003
BTN,2004,304643,BTN2004
BTN,2005,263916,BTN2005
BTN,2006,260947,BTN2006
BTN,2007,193722,BTN2007
BTN,2008,210190,BTN2008
BTN,2009,182461,BTN2009
BTN,2010,194404,BTN2010
BTN,2011,122858,BTN2011
BTN,2012,64002,BTN2012
BTN,2013,58103,BTN2013
BTN,2014,23972,BTN2014
BTN,2015,12413,BTN2015
BTN,2016,0,BTN2016
BOL,1990,2990545,BOL1990
BOL,1991,2947102,BOL1991
BOL,1992,2900868,BOL1992
BOL,1993,2851912,BOL1993
BOL,1994,2663371,BOL1994
BOL,1995,2746243,BOL1995
BOL,1996,2238058,BOL1996
BOL,1997,2571374,BOL1997
BOL,1998,2311561,BOL1998
BOL,1999,2378724,BOL1999
BOL,2000,2504935,BOL2000
BOL,2001,2611910,BOL2001
BOL,2002,3115476,BOL2002
BOL,2003,2440486,BOL2003
BOL,2004,2147692,BOL2004
BOL,2005,2893831,BOL2005
BOL,2006,2208386,BOL2006
BOL,2007,1873507,BOL2007
BOL,2008,1471179,BOL2008
BOL,2009,1291512,BOL2009
BOL,2010,1557678,BOL2010
BOL,2011,1175544,BOL2011
BOL,2012,984237,BOL2012
BOL,2013,1091436,BOL2013
BOL,2014,1052125,BOL2014
BOL,2015,909152,BOL2015
BOL,2016,757891,BOL2016
BIH,1990,139007,BIH1990
BIH,1991,126242,BIH1991
BIH,1992,112833,BIH1992
BIH,1993,99693,BIH1993
BIH,1994,87734,BIH1994
BIH,1995,77415,BIH1995
BIH,1996,69183,BIH1996
BIH,1997,61995,BIH1997
BIH,1998,55968,BIH1998
BIH,1999,50837,BIH1999
BIH,2000,46411,BIH2000
BIH,2001,22628,BIH2001
BIH,2002,56637,BIH2002
BIH,2003,36003,BIH2003
BIH,2004,32817,BIH2004
BIH,2005,29395,BIH2005
BIH,2006,23158,BIH2006
BIH,2007,11322,BIH2007
BIH,2008,15806,BIH2008
BIH,2009,10288,BIH2009
BIH,2010,5369,BIH2010
BIH,2011,10853,BIH2011
BIH,2012,488,BIH2012
BIH,2013,54,BIH2013
BIH,2014,0,BIH2014
BIH,2015,0,BIH2015
BIH,2016,0,BIH2016
BWA,1990,1294633,BWA1990
BWA,1991,1273641,BWA1991
BWA,1992,1304867,BWA1992
BWA,1993,1307418,BWA1993
BWA,1994,1307590,BWA1994
BWA,1995,1305061,BWA1995
BWA,1996,1299943,BWA1996
BWA,1997,1292487,BWA1997
BWA,1998,1282699,BWA1998
BWA,1999,1270623,BWA1999
BWA,2000,1256409,BWA2000
BWA,2001,1319711,BWA2001
BWA,2002,1221681,BWA2002
BWA,2003,1202025,BWA2003
BWA,2004,1181779,BWA2004
BWA,2005,1161376,BWA2005
BWA,2006,1140804,BWA2006
BWA,2007,1119780,BWA2007
BWA,2008,1107474,BWA2008
BWA,2009,1075491,BWA2009
BWA,2010,1051899,BWA2010
BWA,2011,959206,BWA2011
BWA,2012,1001548,BWA2012
BWA,2013,974569,BWA2013
BWA,2014,946157,BWA2014
BWA,2015,916182,BWA2015
BWA,2016,884613,BWA2016
BRA,1990,18706183,BRA1990
BRA,1991,15447470,BRA1991
BRA,1992,17305275,BRA1992
BRA,1993,15713383,BRA1993
BRA,1994,13592676,BRA1994
BRA,1995,13424205,BRA1995
BRA,1996,11763109,BRA1996
BRA,1997,11134819,BRA1997
BRA,1998,9880427,BRA1998
BRA,1999,9047471,BRA1999
BRA,2000,9699419,BRA2000
BRA,2001,7080648,BRA2001
BRA,2002,6029662,BRA2002
BRA,2003,5510782,BRA2003
BRA,2004,5976091,BRA2004
BRA,2005,5432729,BRA2005
BRA,2006,4547045,BRA2006
BRA,2007,3581020,BRA2007
BRA,2008,2843305,BRA2008
BRA,2009,2227782,BRA2009
BRA,2010,2198103,BRA2010
BRA,2011,1333802,BRA2011
BRA,2012,963708,BRA2012
BRA,2013,859931,BRA2013
BRA,2014,714242,BRA2014
BRA,2015,595432,BRA2015
BRA,2016,0,BRA2016
BRN,1990,0,BRN1990
BRN,1991,0,BRN1991
BRN,1992,0,BRN1992
BRN,1993,0,BRN1993
BRN,1994,0,BRN1994
BRN,1995,0,BRN1995
BRN,1996,0,BRN1996
BRN,1997,0,BRN1997
BRN,1998,0,BRN1998
BRN,1999,0,BRN1999
BRN,2000,0,BRN2000
BRN,2001,0,BRN2001
BRN,2002,0,BRN2002
BRN,2003,0,BRN2003
BRN,2004,0,BRN2004
BRN,2005,0,BRN2005
BRN,2006,0,BRN2006
BRN,2007,0,BRN2007
BRN,2008,0,BRN2008
BRN,2009,0,BRN2009
BRN,2010,0,BRN2010
BRN,2011,0,BRN2011
BRN,2012,0,BRN2012
BRN,2013,0,BRN2013
BRN,2014,0,BRN2014
BRN,2015,0,BRN2015
BRN,2016,0,BRN2016
BGR,1990,0,BGR1990
BGR,1991,0,BGR1991
BGR,1992,0,BGR1992
BGR,1993,0,BGR1993
BGR,1994,0,BGR1994
BGR,1995,0,BGR1995
BGR,1996,0,BGR1996
BGR,1997,0,BGR1997
BGR,1998,0,BGR1998
BGR,1999,0,BGR1999
BGR,2000,0,BGR2000
BGR,2001,0,BGR2001
BGR,2002,0,BGR2002
BGR,2003,0,BGR2003
BGR,2004,0,BGR2004
BGR,2005,0,BGR2005
BGR,2006,0,BGR2006
BGR,2007,0,BGR2007
BGR,2008,0,BGR2008
BGR,2009,0,BGR2009
BGR,2010,0,BGR2010
BGR,2011,0,BGR2011
BGR,2012,0,BGR2012
BGR,2013,0,BGR2013
BGR,2014,0,BGR2014
BGR,2015,0,BGR2015
BGR,2016,0,BGR2016
BFA,1990,8581017,BFA1990
BFA,1991,8750642,BFA1991
BFA,1992,8924636,BFA1992
BFA,1993,8969775,BFA1993
BFA,1994,9287529,BFA1994
BFA,1995,9477550,BFA1995
BFA,1996,9674058,BFA1996
BFA,1997,9877622,BFA1997
BFA,1998,10088926,BFA1998
BFA,1999,10504195,BFA1999
BFA,2000,10537456,BFA2000
BFA,2001,10774896,BFA2001
BFA,2002,11020650,BFA2002
BFA,2003,11211994,BFA2003
BFA,2004,11537954,BFA2004
BFA,2005,11809642,BFA2005
BFA,2006,12089207,BFA2006
BFA,2007,12375119,BFA2007
BFA,2008,12665571,BFA2008
BFA,2009,12959200,BFA2009
BFA,2010,13560934,BFA2010
BFA,2011,13553249,BFA2011
BFA,2012,13853585,BFA2012
BFA,2013,14155878,BFA2013
BFA,2014,14209469,BFA2014
BFA,2015,14765577,BFA2015
BFA,2016,15072898,BFA2016
BDI,1990,5396535,BDI1990
BDI,1991,5503888,BDI1991
BDI,1992,5602945,BDI1992
BDI,1993,5692659,BDI1993
BDI,1994,5772110,BDI1994
BDI,1995,5841887,BDI1995
BDI,1996,5900692,BDI1996
BDI,1997,5952086,BDI1997
BDI,1998,5945084,BDI1998
BDI,1999,6081351,BDI1999
BDI,2000,6184512,BDI2000
BDI,2001,6320472,BDI2001
BDI,2002,6486057,BDI2002
BDI,2003,6676111,BDI2003
BDI,2004,6882412,BDI2004
BDI,2005,7185201,BDI2005
BDI,2006,7323188,BDI2006
BDI,2007,7557098,BDI2007
BDI,2008,7818075,BDI2008
BDI,2009,8035555,BDI2009
BDI,2010,8302283,BDI2010
BDI,2011,8506452,BDI2011
BDI,2012,8713929,BDI2012
BDI,2013,8968175,BDI2013
BDI,2014,9199365,BDI2014
BDI,2015,9459610,BDI2015
BDI,2016,9725497,BDI2016
KHM,1990,8972445,KHM1990
KHM,1991,9277165,KHM1991
KHM,1992,9575580,KHM1992
KHM,1993,9911426,KHM1993
KHM,1994,10029737,KHM1994
KHM,1995,10125285,KHM1995
KHM,1996,10196721,KHM1996
KHM,1997,10245584,KHM1997
KHM,1998,9432441,KHM1998
KHM,1999,10271736,KHM1999
KHM,2000,10135063,KHM2000
KHM,2001,10201743,KHM2001
KHM,2002,10131428,KHM2002
KHM,2003,10372471,KHM2003
KHM,2004,9936368,KHM2004
KHM,2005,10549810,KHM2005
KHM,2006,9690186,KHM2006
KHM,2007,9548693,KHM2007
KHM,2008,10216055,KHM2008
KHM,2009,9236924,KHM2009
KHM,2010,9858722,KHM2010
KHM,2011,8900369,KHM2011
KHM,2012,8723596,KHM2012
KHM,2013,8538912,KHM2013
KHM,2014,6703877,KHM2014
KHM,2015,8136557,KHM2015
KHM,2016,7917335,KHM2016
CMR,1990,8185456,CMR1990
CMR,1991,8563118,CMR1991
CMR,1992,8369129,CMR1992
CMR,1993,8450816,CMR1993
CMR,1994,8525378,CMR1994
CMR,1995,8593086,CMR1995
CMR,1996,8654182,CMR1996
CMR,1997,8710041,CMR1997
CMR,1998,8612477,CMR1998
CMR,1999,8817870,CMR1999
CMR,2000,9011798,CMR2000
CMR,2001,8431497,CMR2001
CMR,2002,8999412,CMR2002
CMR,2003,9063191,CMR2003
CMR,2004,8971354,CMR2004
CMR,2005,9188246,CMR2005
CMR,2006,9128777,CMR2006
CMR,2007,9528812,CMR2007
CMR,2008,9345890,CMR2008
CMR,2009,9382953,CMR2009
CMR,2010,9410225,CMR2010
CMR,2011,9500967,CMR2011
CMR,2012,9434445,CMR2012
CMR,2013,9431112,CMR2013
CMR,2014,9607639,CMR2014
CMR,2015,9392958,CMR2015
CMR,2016,9358151,CMR2016
CAN,1990,0,CAN1990
CAN,1991,0,CAN1991
CAN,1992,0,CAN1992
CAN,1993,0,CAN1993
CAN,1994,0,CAN1994
CAN,1995,0,CAN1995
CAN,1996,0,CAN1996
CAN,1997,0,CAN1997
CAN,1998,0,CAN1998
CAN,1999,0,CAN1999
CAN,2000,0,CAN2000
CAN,2001,0,CAN2001
